7,2330
8,3240
9,3468
10,3753
11,4118
12,4862
13,5242
14,5682
15,6436
16,6913
17,7253
18,7590
19,7849
20,8039
21,8314
22,8680
23,8930
24,9160
25,9349
26,9781
27,9913
28,10076
29,10140
30,10201
31,10302
32,10361
33,10371
34,10430
35,10470
36,10530
37,10536
38,10535
39,10522
40,10543
41,10520
42,10532
43,10530
44,10555
