7,0.03
8,0
9,0.03
10,0.01
11,0
12,0.02
13,0.05
14,0.05
15,0.13
16,0.33
17,0.51
18,0.94
19,1.48
20,1.47
21,1.44
22,1.49
23,2.96
24,3.01
25,3.06
26,3.03
27,3.02
28,3.06
29,3.05
30,3.12
31,3.47
32,3.45
33,1.51
34,1.53
35,1.55
36,2.83
37,3.95
38,3.93
39,3.92
40,3.96
41,3.93
42,3.96
43,3.93
44,4.17
